"date_col","air_pressure","air_temperature","relative_humidity","wind_speed","wind_direction","Measured_Upscaled"
2018-11-01,48275.39,558.996666666667,3669.49,344.386666666667,8707.23333333333,4683.062
2018-11-02,49029.5033333333,467.243333333333,3264.83333333333,231.646666666667,13179.8,2661.385
2018-11-03,49195.0533333333,370.273333333333,3600.74666666667,237.006666666667,8056.63333333333,1373.211
2018-11-04,48610.16,419.456666666667,3828.54333333333,236.143333333333,6582.73333333333,2394.761
2018-11-05,48251.1366666667,493.3,4173.87,181.606666666667,5633.73333333333,1414.981
2018-11-06,48095.3033333333,684.83,3555.44,272.683333333333,7508.03333333333,4408.528
2018-11-07,48129.78,553.55,3859.97666666667,440.183333333333,7851.1,7589.331
2018-11-08,48763.24,488.606666666667,3746.89666666667,262.026666666667,7881.93333333333,3139.409
2018-11-09,48373,489.873333333333,3905.72666666667,329.883333333333,7176.9,4332.203
2018-11-10,47863.2866666667,566.696666666666,4144.93,429.803333333333,8279.4,7713.438
